# <a href=http://climexp.knmi.nl/select.cgi?field=cmip6_pr_mon_one_ssp245>climexp.knmi.nl/select.cgi?field=cmip6_pr_mon_one_ssp245</a>
# activity_id :: CMIP
# ave_region :: lon=  250.312  257.812, lat=   37.500   41.250
# averaging anomalies over region lon=  250.312  257.812, lat=   37.500   41.250
# branch_method :: standard
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds; delte time steps after 2014\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# cmor_version :: 3.5.0
# contact :: Lijuan Li (ljli@mail.iap.ac.cn)
# creation_date :: 2019-08-18T08:15:25Z
# data_specs_version :: 01.00.31
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# file :: CMIP6/monthly/pr/pr_mon_one_ssp245_192_018.nc
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.CAS.FGOALS-g3.historical.none.r1i1p1f1
# grid :: native atmosphere area-weighted latxlon grid (80x180 latxlon)
# grid_label :: gn
# history ::  2022-03-15 22:50:35 bin/get_index CMIP6/monthly/pr/pr_mon_one_ssp245_192_018.nc -109 -102 37 41 dipole no minfac 30 nearest lsmask CMIP5/monthly/lsmask_cmip3_288.nc all nomissing cmip6_pr_mon_one_ssp245_-109--102E_37-41N_n_+++\nThu Jun 17 14:54:48 2021: cdo -r -f nc4 -z zip remapcon,r192x144 pr_mon_FGOALS-g3_historical+ssp245_r1i1p1f1_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/pr/pr_mon_FGOALS-g3_ssp245_r1i1p1f1_192_000.nc\n2019-08-18T08:06:18Z ;rewrote data to be consistent with CMIP for variable cl found in table Amon.
# initialization_index ::                1
# institution :: KNMI Climate Explorer and Chinese Academy of Sciences, Beijing 100029, China
# institution_id :: CAS
# license :: CMIP6 model data produced by Lawrence Livermore PCMDI is licensed under a Creative Commons Attribution ShareAlike 4.0 International License (https://creativecommons.org/licenses). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file) and at https:///pcmdi.llnl.gov/. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# minimal_valid_fraction ::  30.00
# mip_era :: CMIP6
# nominal_resolution :: 250 km
# operating on FGOALS-g3 output prepared for CMIP6
# original_file_hash_codes :: 4ba06261a9de6f03bb1eaa8fb522d7f29dd1c39f8e18c8737a5aaca17ecd2787, 3b7c25f72d147708e2e60225edc3b442a5b14e0397c6b07101daae24535f1470, 4a4fec182bd871d5c72ddcdcf608e52138c0df9a958ba566d0ec9b74b11063b2, dd2288d2018d86c54c07119d9c26ed24e3758420d0ec093da4abf91fd1c63025, e666f8b6e455f9f95f136de647816c2627fec97ebf9f915795025b6b319f1c7b, 295a34cf0ac52b3fe9b3d836f92346b20a0d8bda70db87b9543c65e26c3e931a, d8f6cbd0bf766c2aedccad1904209ba7d8282354da12338e32861d7271d0e5d3, 2722c3671007de0daea1a4a5f922150c9ee06ab161ee7439176867acf8a592fd, 7cdee8ce23b00e11f43ff4fbae63809e8d9d201ef82e43d15a4766376f47ad13, ad906c1aa86bc82a8a5e230ff36164a440967b19f0acddcf9464d39bfd493bfc, b7b2bf5dce1f4d0cb25a6ef1f9cefae75f1ff067554d856b5915b6a52bf2b6e1, 9c20efa0be255515d5445481621485843f381057e2958cc5f8e280461d189595, 879f60b1b02648134cf46293a577849659726886b40432f3133b3579e826358a, 17884c8ef63f2900e2e4532813616342a8cf2f1d2be55368719ef81fee77bf0a, 211274121d11b5e1f948edaf7bc99bddd4aed90ffecb04ace3263556d9e1a423, 2e5ff12b1aca542bc982207b0071cabbaee46c13943f424aeaaa952f8b7c6926, 9becc0665b845a0f9c4458401ce71ea3a3bbebab102fdc3fac460140aca02f77
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_185001-185912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_186001-186912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_187001-187912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_188001-188912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_189001-189912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_190001-190912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_191001-191912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_192001-192912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_193001-193912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_194001-194912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_195001-195912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_196001-196912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_197001-197912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_198001-198912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_199001-199912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-g3/r1i1p1f1/gn/pr_Amon_FGOALS-g3_historical_r1i1p1f1_gn_200001-200912.nc, /net/atmos/data/cmip6/historical/Amon/pr/FGOALS-
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: FGOALS-g3
# parent_time_units :: days since 0001-01-01
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# pr [kg m-2 s-1] Precipitation
# product :: model-output
# realization_index ::                1
# realm :: atmos
# run_variant :: 3rd realization
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=$id&field=cmip6_pr_mon_one_ssp245&gridpoints=false&intertype=nearest&lat1=37&lat2=41&lon1=-109&lon2=-102&masktype=all
# source :: FGOALS-g3 (2017): \naerosol: none\natmos: GAMIL2 (180 x 90 longitude/latitude; 26 levels; top level 2.19hPa)\natmosChem: none\nland: CLM4.0\nlandIce: none\nocean: LICOM3.0 (LICOM3.0, tripolar primarily 1deg; 360 x 218 longitude/latitude; 30 levels; top grid cell 0-10 m)\nocnBgchem: none\nseaIce:
# source_id :: FGOALS-g3
# source_type :: AOGCM
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(24 July 2019) MD5:3039b0071259358b3c55557c5f3d21bf
# title :: spatial statistic of FGOALS-g3 output prepared for CMIP6
# tracking_id :: hdl:21.14100/08272eca-21a7-452d-a5ee-ba691ed40491
# variable_id :: pr
# variant_label :: r1i1p1f1
1850  0.6971142E-05  0.1624557E-04  0.2712053E-04  0.3933976E-04  0.3758615E-04  0.5400875E-04  0.4246204E-04  0.3621864E-04  0.4029158E-04  0.2406353E-04  0.8111830E-05  0.1487935E-04
1851  0.1333408E-04  0.1769786E-04  0.1481760E-04  0.2852251E-04  0.4229276E-04  0.4098557E-04  0.2731701E-04  0.3204778E-04  0.3747393E-04  0.2224465E-04  0.1710809E-04  0.1403909E-04
1852  0.1246543E-04  0.1885537E-04  0.1514258E-04  0.2287820E-04  0.2787255E-04  0.3620336E-04  0.3215474E-04  0.3705488E-04  0.2623816E-04  0.2513983E-04  0.2439638E-04  0.1407599E-04
1853  0.8154809E-05  0.1719011E-04  0.1079163E-04  0.2607950E-04  0.3640649E-04  0.4567466E-04  0.4859103E-04  0.3610125E-04  0.4628051E-04  0.3359555E-04  0.1486890E-04  0.1467192E-04
1854  0.1567764E-04  0.1877055E-04  0.1944747E-04  0.2691664E-04  0.3466539E-04  0.4926444E-04  0.3104678E-04  0.1638857E-04  0.4775344E-04  0.2317560E-04  0.1287576E-04  0.2273624E-04
1855  0.2128399E-04  0.1185532E-04  0.2753369E-04  0.2185152E-04  0.4831203E-04  0.3774508E-04  0.2671868E-04  0.3839257E-04  0.2369108E-04  0.1809298E-04  0.1282185E-04  0.2019691E-04
1856  0.1795465E-04  0.5313911E-05  0.1630015E-04  0.4085060E-04  0.7036367E-04  0.3836278E-04  0.2708553E-04  0.3565489E-04  0.2489457E-04  0.1966512E-04  0.1676582E-04  0.1523886E-04
1857  0.1342119E-04  0.1753415E-04  0.1298802E-04  0.3163147E-04  0.4090554E-04  0.5450024E-04  0.2649553E-04  0.3364743E-04  0.2049876E-04  0.1409928E-04  0.1513276E-04  0.1322329E-04
1858  0.1363605E-04  0.1861305E-04  0.2018562E-04  0.2426179E-04  0.5071840E-04  0.3573201E-04  0.3089611E-04  0.2887800E-04  0.5450255E-04  0.1909682E-04  0.1449582E-04  0.1802816E-04
1859  0.1516489E-04  0.3043277E-04  0.2527559E-04  0.2758639E-04  0.5555152E-04  0.4460057E-04  0.3195041E-04  0.5076595E-04  0.2681228E-04  0.1476739E-04  0.1167954E-04  0.1390983E-04
1860  0.1291885E-04  0.2282863E-04  0.3308839E-04  0.2515284E-04  0.5414622E-04  0.2758660E-04  0.4580851E-04  0.4645271E-04  0.5008967E-04  0.2054323E-04  0.1079293E-04  0.2613685E-04
1861  0.1117762E-04  0.9658356E-05  0.1401316E-04  0.2207677E-04  0.4369412E-04  0.5111259E-04  0.3927544E-04  0.2631394E-04  0.2008310E-04  0.2036834E-04  0.7748156E-05  0.7422308E-05
1862  0.1737008E-04  0.7295265E-05  0.1792895E-04  0.4338201E-04  0.3470617E-04  0.3868841E-04  0.2179825E-04  0.4239456E-04  0.2854802E-04  0.3984542E-04  0.2057145E-04  0.1375709E-04
1863  0.8351886E-05  0.1815328E-04  0.1720184E-04  0.2733637E-04  0.5507566E-04  0.6493727E-04  0.5312160E-04  0.3321343E-04  0.4012063E-04  0.1748618E-04  0.1730264E-04  0.9402509E-05
1864  0.2630581E-04  0.2001042E-04  0.2536092E-04  0.2536918E-04  0.3213192E-04  0.3444855E-04  0.4323638E-04  0.3415304E-04  0.3020419E-04  0.3134504E-04  0.1391029E-04  0.1297276E-04
1865  0.1408479E-04  0.1142671E-04  0.3036096E-04  0.4451234E-04  0.4126430E-04  0.4874048E-04  0.4161172E-04  0.4596750E-04  0.2768645E-04  0.2385423E-04  0.2343954E-04  0.1833186E-04
1866  0.1224242E-04  0.9106421E-05  0.1673325E-04  0.2585347E-04  0.5621168E-04  0.7071679E-04  0.4138957E-04  0.3080082E-04  0.4459810E-04  0.3793312E-04  0.1392478E-04  0.2159990E-04
1867  0.1201313E-04  0.7045032E-05  0.2832354E-04  0.2319072E-04  0.4388196E-04  0.5052665E-04  0.3977562E-04  0.4402079E-04  0.2735983E-04  0.3071014E-04  0.1331321E-04  0.1494155E-04
1868  0.9632081E-05  0.1373775E-04  0.2393178E-04  0.2957641E-04  0.4325426E-04  0.6186093E-04  0.3164971E-04  0.3717505E-04  0.4367753E-04  0.2178496E-04  0.1938637E-04  0.2797772E-04
1869  0.2281587E-04  0.2279831E-04  0.1385656E-04  0.2288243E-04  0.3365397E-04  0.3701484E-04  0.4670356E-04  0.2252138E-04  0.2525343E-04  0.2181787E-04  0.2076297E-04  0.1305814E-04
1870  0.1449163E-04  0.1982521E-04  0.1563075E-04  0.3044349E-04  0.4590820E-04  0.4500041E-04  0.5240526E-04  0.4062799E-04  0.4476851E-04  0.1947611E-04  0.2058883E-04  0.1496802E-04
1871  0.1337495E-04  0.1474554E-04  0.1076394E-04  0.2565370E-04  0.5438742E-04  0.4586574E-04  0.5468860E-04  0.1685862E-04  0.4049213E-04  0.9719912E-05  0.1971880E-04  0.1473812E-04
1872  0.1605330E-04  0.2307963E-04  0.3193435E-04  0.2492324E-04  0.5916072E-04  0.6157398E-04  0.3244333E-04  0.2766925E-04  0.2262010E-04  0.2439680E-04  0.2007061E-04  0.1527180E-04
1873  0.1490281E-04  0.9560543E-05  0.1853338E-04  0.2411848E-04  0.5391206E-04  0.4454643E-04  0.3673426E-04  0.2935879E-04  0.2377186E-04  0.2350429E-04  0.1837000E-04  0.1537660E-04
1874  0.1587762E-04  0.7722796E-05  0.1300119E-04  0.1921532E-04  0.4432625E-04  0.5131095E-04  0.3537966E-04  0.2470745E-04  0.2208997E-04  0.1440147E-04  0.1455319E-04  0.1862975E-04
1875  0.1857176E-04  0.2108788E-04  0.2525216E-04  0.3354618E-04  0.4460164E-04  0.5533225E-04  0.4265564E-04  0.2582810E-04  0.2547251E-04  0.2486368E-04  0.1675043E-04  0.1745834E-04
1876  0.1073408E-04  0.1818742E-04  0.1806182E-04  0.1718482E-04  0.3652327E-04  0.5214515E-04  0.4096604E-04  0.3430573E-04  0.3836583E-04  0.2775484E-04  0.1890858E-04  0.8071946E-05
1877  0.9093955E-05  0.1139775E-04  0.1643877E-04  0.3586076E-04  0.5163066E-04  0.5098361E-04  0.3509706E-04  0.2980499E-04  0.4407057E-04  0.1076762E-04  0.1434390E-04  0.1136832E-04
1878  0.1454488E-04  0.8760212E-05  0.1374532E-04  0.1909198E-04  0.5024247E-04  0.3096190E-04  0.4528320E-04  0.3948661E-04  0.3528885E-04  0.2261795E-04  0.1637567E-04  0.1428892E-04
1879  0.1656895E-04  0.1432426E-04  0.1667589E-04  0.2612742E-04  0.4976996E-04  0.3740404E-04  0.5995692E-04  0.3555074E-04  0.3135591E-04  0.1340767E-04  0.1397899E-04  0.1414323E-04
1880  0.1643687E-04  0.1300363E-04  0.2463975E-04  0.2472838E-04  0.5921794E-04  0.4229490E-04  0.3358118E-04  0.3284054E-04  0.3349243E-04  0.1424637E-04  0.1712794E-04  0.1914238E-04
1881  0.2237215E-04  0.1681852E-04  0.1524359E-04  0.1527377E-04  0.5721038E-04  0.3155942E-04  0.3894415E-04  0.2272974E-04  0.3831597E-04  0.2880587E-04  0.1123889E-04  0.1401298E-04
1882  0.1664623E-04  0.1675881E-04  0.1743435E-04  0.1815350E-04  0.5587600E-04  0.5587384E-04  0.2810353E-04  0.4151080E-04  0.3607160E-04  0.2406425E-04  0.1187444E-04  0.1338870E-04
1883  0.1806528E-04  0.1578625E-04  0.2667101E-04  0.1981036E-04  0.3312733E-04  0.4410195E-04  0.3192852E-04  0.1569506E-04  0.3941755E-04  0.1567204E-04  0.9542532E-05  0.1872477E-04
1884  0.1074036E-04  0.1904740E-04  0.1286175E-04  0.2975188E-04  0.5259197E-04  0.3688232E-04  0.2935657E-04  0.4126925E-04  0.4155007E-04  0.3552473E-04  0.2365476E-04  0.7265611E-05
1885  0.9016411E-05  0.1338120E-04  0.1176313E-04  0.2980675E-04  0.5370634E-04  0.6511661E-04  0.4872482E-04  0.2756673E-04  0.2673513E-04  0.1649871E-04  0.1925600E-04  0.8453212E-05
1886  0.1264108E-04  0.1041415E-04  0.2388168E-04  0.1698311E-04  0.5632891E-04  0.3970322E-04  0.4039564E-04  0.2920408E-04  0.3026130E-04  0.1776829E-04  0.1500197E-04  0.1286193E-04
1887  0.1158462E-04  0.3492823E-04  0.2163059E-04  0.2696746E-04  0.3330464E-04  0.3968083E-04  0.2391046E-04  0.2941568E-04  0.5369154E-04  0.1908374E-04  0.1675605E-04  0.1144283E-04
