# <a href=http://climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_one_ssp245>climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_one_ssp245</a>
# activity_id :: CMIP
# ave_region :: lon=  250.312  257.812, lat=   37.500   41.250
# averaging anomalies over region lon=  250.312  257.812, lat=   37.500   41.250
# branch_method :: standard
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# cmor_version :: 3.3.2
# creation_date :: 2019-06-25T17:30:18Z
# data_specs_version :: 01.00.28
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# file :: CMIP6/monthly/tas/tas_mon_one_ssp245_192_029.nc
# forcing_index ::                2
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.MIROC.MIROC-ES2L.historical.none.r1i1p1f2
# grid :: native atmosphere T42 Gaussian grid
# grid_label :: gn
# history ::  2022-02-23 15:46:27 bin/get_index CMIP6/monthly/tas/tas_mon_one_ssp245_192_029.nc -109 -102 37 41 dipole no minfac 30 nearest lsmask CMIP5/monthly/lsmask_cmip3_288.nc all nomissing standardunits cmip6_tas_mon_one_ssp245_-109--102E_37-41N_n_su_+++\nThu Jun 24 11:16:46 2021: ncks -v tas tas_mon_MIROC-ES2L-f2_ssp245_192_000.nc tmptas_mon_MIROC-ES2L-f2_ssp245_192_000.nc\nFri Jun 18 22:51:38 2021: cdo -r -f nc4 -z zip remapbil,r192x144 tas_mon_MIROC-ES2L_historical+ssp245_r1i1p1f2_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/tas/tas_mon_MIROC-ES2L-f2_ssp245_r1i1p1f2_192_000.nc\n2019-06-25T17:30:18Z ; CMOR rewrote data to be consistent with CMIP6, CF-1.7 CMIP-6.2 and CF standards.
# initialization_index ::                1
# institution :: KNMI Climate Explorer and JAMSTEC (Japan Agency for Marine-Earth Science and Technology, Kanagawa 236-0001, Japan), AORI (Atmosphere and Ocean Research Institute, The University of Tokyo, Chiba 277-8564, Japan), NIES (National Institute for Environmental Studies, Ibaraki 305-8506, Japan), and R-CCS (RIKEN Center for Computational Science, Hyogo 650-0047, Japan)
# institution_id :: MIROC
# license :: CMIP6 model data produced by MIROC is licensed under a Creative Commons Attribution ShareAlike 4.0 International License (https://creativecommons.org/licenses/). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file). The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# minimal_valid_fraction ::  30.00
# mip_era :: CMIP6
# nco :: 4.7.2
# nominal_resolution :: 500 km
# operating on MIROC-ES2L output prepared for CMIP6
# original_file_hash_codes :: 35270a798781d04b0b31ab6c513d3792cc8a72f743cfdb51b7221fef7eabc302
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/MIROC-ES2L/r1i1p1f2/gn/tas_Amon_MIROC-ES2L_historical_r1i1p1f2_gn_185001-201412.nc
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: MIROC-ES2L
# parent_time_units :: days since 1850-1-1
# parent_variant_label :: r1i1p1f2
# physics_index ::                1
# product :: model-output
# realization_index ::                1
# realm :: atmos
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=$id&field=cmip6_tas_mon_one_ssp245&gridpoints=false&intertype=nearest&lat1=37&lat2=41&lon1=-109&lon2=-102&masktype=all&standardunits=standardunits
# source :: MIROC-ES2L (2018): \naerosol: SPRINTARS6.0\natmos: CCSR AGCM (T42; 128 x 64 longitude/latitude; 40 levels; top level 3 hPa)\natmosChem: none\nland: MATSIRO6.0+VISIT-e ver.1.0\nlandIce: none\nocean: COCO4.9 (tripolar primarily 1deg; 360 x 256 longitude/latitude; 63 levels; top grid cell 0-2 m)\nocnBgchem: OECO ver.2.0; NPZD-type with C/N/P/Fe/O cycles\nseaIce:
# source_id :: MIROC-ES2L
# source_type :: AOGCM AER BGC
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(06 November 2018) MD5:0728c79344e0f262bb76e4f9ff0d9afc
# tas [Celsius] Near-Surface Air Temperature
# title :: spatial statistic of MIROC-ES2L output prepared for CMIP6
# tracking_id :: hdl:21.14100/dcdfecdb-9d73-4a8b-9483-1d992318e6a2
# variable_id :: tas
# variant_label :: r1i1p1f2
1850  -10.09354     -0.7978821       2.092957       9.878113       15.76108       23.12668       24.76370       23.30997       16.10449       9.101074       3.689697      -2.642548    
1851  -3.716858      -6.595367       1.535797       10.13480       18.06256       23.41824       24.13046       24.49982       18.25409       8.751953     -0.9215088      -8.386566    
1852  -7.560608      -3.149414      0.8735046       8.964966       15.77713       21.66428       25.21945       23.55569       18.33762       9.964508       3.128906      -2.826416    
1853  -4.159698      -1.634247       3.087555       10.14728       18.39590       24.27164       25.63068       23.09314       17.08023       9.049683      0.6907654      -4.644409    
1854  -4.952942      -3.573242       6.749542       10.17709       16.52295       25.63217       26.29102       24.28815       18.57016       8.049866       2.014435      -1.204285    
1855  -2.611725      -1.541687       3.211334       8.559265       14.79706       22.11353       24.50537       24.07822       16.98642       8.705231      0.6047668      -3.888153    
1856  -1.543274     -0.9677124      0.8296814       9.230377       16.69461       22.56064       24.18457       21.34683       15.47131       8.337463       1.438171     -0.2236938    
1857  -6.038177      -1.441711       2.720825       8.408569       16.37146       22.11139       23.55234       22.89600       17.63184       7.784515      -1.612183      -2.205536    
1858  -4.152649      -1.131744       1.504486       7.830536       15.59564       23.48593       26.76685       22.45963       17.13962       9.587219       2.083191      -2.369232    
1859  -1.155579       3.239960       6.222717       9.177246       19.77094       22.37033       24.21216       23.72443       16.22375       6.837585       1.190399      -7.068817    
1860  -4.394867      -3.664062       1.549042       8.622192       16.33514       21.47131       23.81467       22.76205       16.49146       8.478760      0.5137939      -1.139191    
1861  -6.094055       1.146881       2.208344       8.601196       16.76285       22.83218       25.88840       24.85867       16.91391       7.116516      0.5047607      -6.716949    
1862  -5.851868      -5.153687       3.831451       6.953003       15.43076       23.21738       26.87189       22.39230       16.14615       8.624573       2.715424     -0.5379639    
1863  -4.223267      -4.016937       4.138580       11.18680       16.47842       23.62799       25.67224       21.19943       15.97455       8.503876     -0.8237305      -3.783875    
1864  -4.905792      -1.300385       4.504364       7.711761       14.60968       21.27524       24.72708       22.27597       17.67822       10.40686       2.206146      -4.393677    
1865  -3.686615      -1.743347       2.839539       9.526276       14.86673       21.42206       25.88547       22.87466       15.51489       10.20413      0.1178589      -1.412170    
1866  -2.469849      0.3180237       3.329926       11.39630       18.49792       25.02899       23.00119       22.47028       17.36795       8.586487      0.9063110      -1.105377    
1867  -6.860565     -0.2963867       3.561615       6.429382       17.59753       22.74243       24.90759       22.55487       17.32901       6.961273      0.8140564      0.2603760    
1868  -9.256897      -4.257599       4.228394       10.15265       15.35886       19.59586       24.30029       23.74399       17.44189       9.190277     -0.6916199      -1.752808    
1869  -8.037689       2.475677       4.805145       9.756226       15.49548       23.03372       25.27780       22.48395       18.24561       8.905701       2.335266      -6.576050    
1870  -7.046997     -0.4064941E-01   1.176849       8.161926       16.30899       22.80698       24.52701       22.10968       17.15298       10.16638       1.081299      -2.872803    
1871  -4.327850      0.2288208       1.298523       10.61417       15.81076       22.38831       25.04694       23.27518       17.72653       9.447235       3.655762     -0.6830139    
1872  -4.276733      -3.659210       1.564026       6.501099       13.49481       20.36896       24.33011       22.60547       15.04129       8.937805       2.543884      -1.477570    
1873  -4.624054      -2.727875      0.3808594E-01   8.323853       16.47348       23.72348       25.29562       23.27039       16.29895       9.521027     -0.9244080      -3.322662    
1874  -5.902344       2.133423       3.303253       7.565674       15.95676       22.26840       24.44708       22.10199       17.19370       8.167297      0.3764648      -5.066711    
1875  -3.453156     -0.1745605       4.798126       8.877991       14.94595       21.17609       23.62057       22.68436       17.47446       6.686005       1.728516      -7.185333    
1876  -4.645538      -1.266785       4.325195       10.47742       13.08194       18.02383       23.67303       22.88867       17.18744       8.010468       3.152405      -4.635345    
1877  -6.449158     -0.9884644       5.007874       10.18433       17.64780       22.19357       24.81387       24.38348       17.74918       8.372467      0.6327515      -3.992645    
1878  -3.195374      -4.107483       3.705017       9.861664       17.64172       24.57300       25.11325       22.99850       16.72189       9.013580       2.772034      -2.623138    
1879  -7.098938      -2.841797       2.492706       6.527740       15.26016       21.86450       24.06262       21.63583       18.31216       9.568085       4.373901      -5.870392    
1880  -3.014557      -2.076019       6.583069       9.072784       17.94766       22.77740       26.43549       22.24652       16.58301       9.028961       3.488190      -2.895477    
1881  -2.527588      -2.004700      0.9371338       8.618500       16.91049       20.28094       23.87311       21.16360       15.80313       8.970856       2.919281      -3.479675    
1882  -4.359100      -1.319916       2.484833       10.55112       15.16791       20.66309       22.58286       21.41653       16.65588       8.771515      -1.591736      -6.521545    
1883  -4.161743      -1.282776       2.925629       9.878204       14.97458       21.02216       23.79977       23.01611       18.06821       9.357147       1.979858      -3.732422    
1884  -3.226959      -1.034088       4.041260       9.444214       16.33209       22.95868       25.15964       22.15530       16.96930       8.640442      0.6299438      -4.513214    
1885  -7.581177      -5.132599     -0.3683167       8.380035       16.40363       24.43600       25.94156       22.07639       16.66641       8.987244      0.3014526      -1.423096    
1886  -4.471191      -2.698364     -0.9315186       6.793427       15.73999       22.39923       23.92441       22.73529       15.81873       7.468628       1.090271      -3.634430    
