# <a href=http://climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_one_ssp245>climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_one_ssp245</a>
# activity_id :: CMIP
# ave_region :: lon=  250.312  257.812, lat=   37.500   41.250
# averaging anomalies over region lon=  250.312  257.812, lat=   37.500   41.250
# branch_method :: standard
# case_id :: 15
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# cesm_casename :: b.e21.BHIST.f09_g17.CMIP6-historical.001
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# contact :: cesm_cmip6@ucar.edu
# creation_date :: 2019-01-16T23:34:05Z
# data_specs_version :: 01.00.29
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# file :: CMIP6/monthly/tas/tas_mon_one_ssp245_192_008.nc
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.NCAR.CESM2.historical.none.r1i1p1f1
# grid :: native 0.9x1.25 finite volume grid (192x288 latxlon)
# grid_label :: gn
# history ::  2022-02-23 15:44:44 bin/get_index CMIP6/monthly/tas/tas_mon_one_ssp245_192_008.nc -109 -102 37 41 dipole no minfac 30 nearest lsmask CMIP5/monthly/lsmask_cmip3_288.nc all nomissing standardunits cmip6_tas_mon_one_ssp245_-109--102E_37-41N_n_su_+++\nFri Jun 18 20:36:31 2021: cdo -r -f nc4 -z zip remapbil,r192x144 tas_mon_CESM2_historical+ssp245_r1i1p1f1_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/tas/tas_mon_CESM2_ssp245_r1i1p1f1_192_000.nc
# initialization_index ::                1
# institution :: KNMI Climate Explorer and National Center for Atmospheric Research
# institution_id :: NCAR
# license :: CMIP6 model data produced by <The National Center for Atmospheric Research> is licensed under a Creative Commons Attribution-[]ShareAlike 4.0 International License (https://creativecommons.org/licenses/). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file)[]. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# minimal_valid_fraction ::  30.00
# mip_era :: CMIP6
# model_doi_url :: https://doi.org/10.5065/D67H1H0V
# nominal_resolution :: 100 km
# operating on 
# original_file_hash_codes :: 796e8816468100543767249460913afaa09a32644804a5598f98fe854533a0a2
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/CESM2/r1i1p1f1/gn/tas_Amon_CESM2_historical_r1i1p1f1_gn_185001-201412.nc
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: CESM2
# parent_time_units :: days since 0001-01-01 00:00:00
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# product :: model-output
# realization_index ::                1
# realm :: atmos
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=$id&field=cmip6_tas_mon_one_ssp245&gridpoints=false&intertype=nearest&lat1=37&lat2=41&lon1=-109&lon2=-102&masktype=all&standardunits=standardunits
# source :: CESM2 (2017): atmosphere: CAM6 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); ocean: POP2 (320x384 longitude/latitude; 60 levels; top grid cell 0-10 m); sea_ice: CICE5.1 (same grid as ocean); land: CLM5 0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); aerosol: MAM4 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); atmoschem: MAM4 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); landIce: CISM2.1; ocnBgchem: MARBL (320x384 longitude/latitude; 60 levels; top grid cell 0-10 m)
# source_id :: CESM2
# source_type :: AOGCM BGC
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# tas [Celsius] Near-Surface Air Temperature
# tracking_id :: hdl:21.14100/d9a7225a-49c3-4470-b7ab-a8180926f839
# variable_id :: tas
# variant_info :: CMIP6 20th century experiments (1850-2014) with CAM6, interactive land (CLM5), coupled ocean (POP2) with biogeochemistry (MARBL), interactive sea ice (CICE5.1), and non-evolving land ice (CISM2.1) \
# variant_label :: r1i1p1f1
1850  -6.564484      -3.364227       2.076233       8.943939       12.92261       17.39166       22.42508       22.83826       17.69281       10.02420      0.6655884      -5.175293    
1851  -9.486267      -5.930328       1.756104       7.460663       15.13562       19.87103       22.74216       21.68625       18.29562       10.18243       3.999725      -3.408112    
1852  -6.135803      -2.370361       4.663605       11.08600       15.43774       20.98260       24.10712       23.60080       18.72870       11.45453       3.875122      -2.510681    
1853  -7.297852      -7.291077       2.288910       7.892212       16.57144       22.55249       24.73346       22.13315       17.74228       10.59421       1.198517      -5.213013    
1854  -6.551788      -2.465179       3.470886       8.054840       14.34692       21.31927       23.90179       22.68964       16.63049       9.330383       1.828644      -4.917511    
1855  -4.438141      -4.715240       3.445862       9.292267       14.40814       20.94403       23.41611       23.26575       18.26834       11.65909       4.016663     -0.3570251    
1856  -4.296936      -3.966858     -0.5770874E-01   8.391846       15.43985       18.96429       23.86978       21.80801       16.47357       12.29343       3.404541      -4.260895    
1857  -4.733673      -3.207611      0.3977051       4.348846       14.25296       17.64783       25.06082       22.57483       17.97906       9.864929       3.807068      -2.219849    
1858  -5.848663      -5.278961     -0.6263428       8.114014       15.52338       20.49509       22.57178       23.09412       18.74661       11.42358       3.039581      -3.729950    
1859  -5.430054      -4.327240       3.841156       8.317139       13.60803       22.33017       25.14761       22.36362       17.52408       9.357880     -0.7380066      -5.516663    
1860  -6.606262      -2.301697       3.561981       7.389435       13.46625       17.38330       23.77982       21.48364       16.84427       9.961945       3.625183      -2.891052    
1861  -2.525024       1.712708       6.722137       8.121399       14.42258       19.80200       23.74936       23.05222       17.16513       10.49759       4.824799     -0.6806335    
1862  -3.559143      -1.118469       4.467468       9.235840       12.88599       18.72607       23.72867       22.15750       16.55966       9.589691       1.836823      -3.660492    
1863  -7.888702      -7.412323       1.053772       6.055328       14.96442       19.39746       22.35358       21.98199       17.13672       9.679657      0.4976196      -2.872498    
1864  -4.535675      -1.118408       1.456665       7.999451       14.83215       18.55655       22.61365       22.97577       18.30414       13.20538       2.804352      -2.142883    
1865  -5.287140      -3.201752      -2.314972       8.802887       14.81522       20.01215       22.57068       22.75729       17.98981       9.903412       5.642334     -0.5914307E-01
1866  0.3064575      0.7681885       1.728821       8.496643       15.93085       18.53165       23.95471       23.39038       17.35352       11.06152       2.744202      -3.434296    
1867  -4.538635      -3.834473      -1.350250       7.865356       15.45944       20.90030       24.15445       22.33618       17.82971       8.007751      0.2281189      -2.558075    
1868  -3.012299      -3.412994       1.099731       7.767853       14.61508       22.04932       23.27350       23.75992       17.78217       7.066528       3.511566      -5.094513    
1869  -5.616058      -4.840271       3.092102       8.888794       13.46951       18.48132       25.73550       23.27725       18.20151       11.61008       3.848328      0.6997681    
1870  -1.069702      -2.290497       3.995758       9.263397       14.10138       18.38696       24.14767       23.01364       18.54141       11.33997       2.104614      -4.004272    
1871  -4.826630      -1.657806       3.177429       8.185791       16.72208       21.32910       25.23297       23.91595       18.02911       9.289612       1.463531      -1.989899    
1872  -3.632904      -1.137573       2.708527       10.42642       14.81818       18.78061       23.59698       23.31900       17.48419       9.587402       2.723602      -1.646637    
1873  -2.953339      -2.554230       2.493408       9.901428       15.07788       19.43204       22.49643       23.91434       19.49103       11.05850       2.213196      -3.980774    
1874  -3.970520      0.4364014E-02   3.406799       9.738037       16.62625       19.32047       24.18051       21.51956       17.30588       12.94223       2.849152      -4.466980    
1875  -5.640625      -6.310608       2.841278       8.781982       15.23471       19.27789       24.89597       23.59271       18.97903       9.487640      0.9078674      -2.409790    
1876  -5.338623      -3.923828       5.147339       7.634705       13.80676       19.30804       24.80548       22.04355       18.40561       12.32645       2.067047      -4.321014    
1877  -6.460480      -6.321808       1.202271       6.863190       13.93958       20.37924       24.18536       21.28268       17.74530       11.01279       3.306091      -5.358215    
1878  -6.250702      0.7964478      0.8518372       8.326263       13.20621       20.27133       25.19559       23.92670       17.09998       9.178284      0.9112549      -2.811890    
1879  -4.787689      0.3202515       5.338715       10.49588       14.05389       18.95682       24.05954       23.36072       19.15170       8.821899       2.238861      -5.082550    
1880  -3.500702      -3.265320       1.987000       9.552307       16.79816       19.36761       24.98984       23.33777       18.66187       13.27637     -0.6689758      -4.330353    
1881  -8.349213      -2.945679       3.050385       8.942383       14.17969       18.73676       25.11807       23.26282       19.51373       10.61188       2.906525      -2.492279    
1882  -3.433685       2.273285       4.125488       8.322784       13.94766       21.50568       24.85480       23.21362       18.14716       10.88846       4.533264      -2.723724    
1883  -2.173370      -2.331665       1.112854       7.674744       13.67221       20.18796       22.59207       24.15268       16.84515       9.820587       2.864349      -2.869568    
1884  -9.017426      -6.745575      0.6349182       6.627502       12.44574       16.15387       22.23630       22.16846       18.31299       8.267303     -0.6418152      -4.227448    
1885  -7.846558      -10.28546     -0.5468445       6.784271       14.66382       19.76089       22.98444       24.00256       16.11078       10.26797      -1.633545      -7.082214    
