om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
80,1955,04,12,1955-04-12,13:00:00,3,CO,8,1,1,0,0,4.0,0.0,40.15,-102.97,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
182,1955,05,12,1955-05-12,17:30:00,3,CO,8,3,1,0,0,3.0,0.0,40.17,-105.1,0.0,0.0,0.1,150,1,1,1,13,0,0,0,0
185,1955,05,15,1955-05-15,01:00:00,3,CO,8,5,0,0,0,0.0,0.0,38.9,-102.5,0.0,0.0,0.1,10,1,1,1,17,0,0,0,1
184,1955,05,15,1955-05-15,01:00:00,3,CO,8,4,1,0,0,4.0,0.0,39.1,-102.75,0.0,0.0,0.1,10,1,1,1,63,0,0,0,1
163,1955,05,09,1955-05-09,13:00:00,3,CO,8,2,1,0,0,2.0,0.0,40.2,-104.82,0.0,0.0,0.1,100,1,1,1,123,0,0,0,1
409,1955,06,18,1955-06-18,13:50:00,3,CO,8,7,2,1,0,5.0,0.0,40.65,-102.65,40.62,-102.55,4.9,83,1,1,1,95,0,0,0,0
422,1955,06,19,1955-06-19,18:30:00,3,CO,8,10,0,0,0,0.0,0.0,37.18,-102.72,0.0,0.0,0.1,10,1,1,1,9,0,0,0,1
421,1955,06,19,1955-06-19,18:30:00,3,CO,8,9,0,0,0,0.0,0.0,37.18,-102.72,0.0,0.0,0.1,10,1,1,1,9,0,0,0,1
420,1955,06,19,1955-06-19,18:30:00,3,CO,8,8,0,0,0,0.0,0.0,37.18,-102.72,0.0,0.0,0.1,10,1,1,1,9,0,0,0,1
431,1955,06,26,1955-06-26,19:00:00,3,CO,8,11,1,0,0,2.0,0.0,40.57,-104.37,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
439,1955,06,27,1955-06-27,17:00:00,3,CO,8,13,0,0,0,1.0,0.0,40.5,-104.5,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
438,1955,06,27,1955-06-27,17:00:00,3,CO,8,12,0,0,0,1.0,0.0,40.5,-104.5,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
318,1955,06,04,1955-06-04,12:20:00,3,CO,8,6,0,0,0,0.0,0.0,38.58,-103.92,0.0,0.0,0.1,10,1,1,1,73,0,0,0,1
477,1955,07,10,1955-07-10,17:00:00,3,CO,8,16,2,0,0,3.0,0.0,37.45,-105.87,0.0,0.0,0.1,10,1,1,1,3,0,0,0,0
478,1955,07,10,1955-07-10,22:00:00,3,CO,8,17,2,0,0,3.0,0.0,40.52,-104.7,40.58,-104.73,4.3,10,1,1,1,123,0,0,0,0
497,1955,07,31,1955-07-31,13:00:00,3,CO,8,18,3,0,0,3.0,0.0,37.43,-105.43,0.0,0.0,0.5,100,1,1,1,23,0,0,0,0
457,1955,07,02,1955-07-02,21:00:00,3,CO,8,14,1,0,0,2.0,0.0,39.98,-104.53,0.0,0.0,0.1,10,1,1,1,1,0,0,0,1
473,1955,07,08,1955-07-08,22:00:00,3,CO,8,15,2,0,0,3.0,0.0,40.25,-103.75,0.0,0.0,0.1,33,1,1,1,87,0,0,0,0
472,1956,10,24,1956-10-24,18:10:00,3,CO,8,9,0,0,0,1.0,0.0,38.55,-103.68,0.0,0.0,0.1,10,1,1,1,73,0,0,0,1
280,1956,06,19,1956-06-19,17:00:00,3,CO,8,2,2,0,0,2.0,0.0,40.27,-103.83,0.0,0.0,0.1,10,1,1,1,87,0,0,0,0
297,1956,06,25,1956-06-25,19:00:00,3,CO,8,3,1,0,0,2.0,0.0,37.48,-105.85,0.0,0.0,0.1,10,1,1,1,3,0,0,0,0
250,1956,06,01,1956-06-01,17:00:00,3,CO,8,1,2,0,0,0.0,0.0,40.42,-103.63,0.0,0.0,0.1,10,1,1,1,87,0,0,0,0
349,1956,07,12,1956-07-12,17:00:00,3,CO,8,10,2,0,0,0.0,0.0,38.05,-103.23,0.0,0.0,5.0,10,1,1,1,71,0,0,0,0
361,1956,07,13,1956-07-13,21:00:00,3,CO,8,4,0,0,0,0.0,0.0,40.3,-102.8,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
368,1956,07,17,1956-07-17,15:36:00,3,CO,8,5,0,0,0,0.0,0.0,39.2,-103.63,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
377,1956,07,19,1956-07-19,17:00:00,3,CO,8,8,0,0,0,0.0,0.0,38.0,-103.25,0.0,0.0,0.1,10,1,1,1,11,0,0,0,1
376,1956,07,19,1956-07-19,17:00:00,3,CO,8,7,0,0,0,0.0,0.0,38.0,-103.25,0.0,0.0,0.1,10,1,1,1,11,0,0,0,1
375,1956,07,19,1956-07-19,17:00:00,3,CO,8,6,1,0,0,2.0,0.0,38.0,-103.25,0.0,0.0,0.1,10,1,1,1,11,0,0,0,1
197,1957,04,21,1957-04-21,20:00:00,3,CO,8,1,0,0,0,2.0,0.0,39.27,-103.7,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
200,1957,04,22,1957-04-22,12:00:00,3,CO,8,2,2,0,0,2.0,0.0,39.3,-102.3,0.0,0.0,0.3,10,1,1,1,63,0,0,0,0
352,1957,05,20,1957-05-20,11:00:00,3,CO,8,3,0,0,0,2.0,0.0,39.25,-102.4,39.9,-101.78,70.1,10,2,0,1,0,0,0,0,0
352,1957,05,20,1957-05-20,11:00:00,3,CO,8,3,0,0,0,2.0,0.0,39.25,-102.4,39.43,-102.05,22.5,10,2,1,2,63,0,0,0,0
440,1957,05,24,1957-05-24,15:30:00,3,CO,8,4,1,0,0,2.0,0.0,38.05,-103.58,0.0,0.0,0.1,10,1,1,1,89,0,0,0,1
441,1957,05,24,1957-05-24,16:00:00,3,CO,8,5,1,0,0,2.0,0.0,40.63,-104.67,0.0,0.0,4.0,10,1,1,1,123,0,0,0,0
442,1957,05,24,1957-05-24,16:00:00,3,CO,8,6,1,0,0,2.0,0.0,40.63,-104.77,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
443,1957,05,24,1957-05-24,16:00:00,3,CO,8,7,1,0,0,1.0,0.0,39.43,-102.27,0.0,0.0,0.4,10,1,1,1,63,0,0,0,0
478,1957,05,29,1957-05-29,14:00:00,3,CO,8,8,1,0,0,2.0,0.0,40.77,-105.18,40.73,-105.07,6.1,10,1,1,1,69,0,0,0,0
479,1957,05,29,1957-05-29,15:30:00,3,CO,8,10,0,0,0,1.0,0.0,40.37,-104.62,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
480,1957,05,29,1957-05-29,16:00:00,3,CO,8,9,0,0,0,1.0,0.0,40.7,-104.82,0.0,0.0,5.0,10,1,1,1,123,0,0,0,0
493,1957,05,30,1957-05-30,16:00:00,3,CO,8,14,0,0,0,0.0,0.0,40.13,-102.97,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
492,1957,05,30,1957-05-30,16:00:00,3,CO,8,13,0,0,0,0.0,0.0,40.17,-103.2,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
491,1957,05,30,1957-05-30,16:00:00,3,CO,8,11,2,0,0,3.0,0.0,40.47,-104.93,40.55,-104.82,9.1,10,1,1,1,69,123,0,0,0
497,1957,05,30,1957-05-30,17:00:00,3,CO,8,12,2,1,0,3.0,0.0,40.5,-104.93,40.47,-104.9,1.3,10,1,1,1,123,0,0,0,0
530,1957,06,11,1957-06-11,15:00:00,3,CO,8,15,1,0,0,2.0,0.0,38.1,-103.13,0.0,0.0,0.1,10,1,1,1,11,0,0,0,1
594,1957,06,21,1957-06-21,02:15:00,3,CO,8,16,1,0,0,3.0,0.0,40.4,-102.45,0.0,0.0,0.1,10,1,1,1,125,0,0,0,1
608,1957,06,22,1957-06-22,21:00:00,3,CO,8,17,1,0,0,2.0,0.0,37.07,-102.67,0.0,0.0,0.1,10,1,1,1,9,0,0,0,0
645,1957,06,30,1957-06-30,14:00:00,3,CO,8,18,1,0,0,2.0,0.0,40.1,-102.6,0.0,0.0,0.1,10,1,1,1,125,0,0,0,0
648,1957,06,30,1957-06-30,16:00:00,3,CO,8,21,1,0,0,2.0,0.0,40.1,-102.6,0.0,0.0,0.1,10,1,1,1,125,0,0,0,1
647,1957,06,30,1957-06-30,16:00:00,3,CO,8,20,0,0,0,1.0,0.0,39.3,-102.6,0.0,0.0,0.1,10,1,1,1,63,0,0,0,1
646,1957,06,30,1957-06-30,16:00:00,3,CO,8,19,1,0,0,2.0,0.0,38.67,-102.12,0.0,0.0,0.1,10,1,1,1,17,0,0,0,0
706,1957,07,30,1957-07-30,16:00:00,3,CO,8,23,1,0,0,3.0,0.0,40.08,-102.73,0.0,0.0,0.1,10,1,1,1,125,0,0,0,0
659,1957,07,03,1957-07-03,17:40:00,3,CO,8,22,1,0,0,3.0,0.0,40.03,-107.92,0.0,0.0,0.1,10,1,1,1,103,0,0,0,1
708,1957,08,05,1957-08-05,17:00:00,3,CO,8,24,1,0,0,2.0,0.0,39.12,-104.9,0.0,0.0,0.1,10,1,1,1,41,0,0,0,1
149,1958,05,12,1958-05-12,18:30:00,3,CO,8,2,1,0,0,3.0,0.0,40.38,-104.65,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
154,1958,05,13,1958-05-13,20:25:00,3,CO,8,3,0,0,0,1.0,0.0,40.17,-102.67,0.0,0.0,0.1,10,1,1,1,125,0,0,0,0
145,1958,05,07,1958-05-07,01:05:00,3,CO,8,1,0,0,0,1.0,0.0,40.7,-102.88,0.0,0.0,0.1,10,1,1,1,75,0,0,0,1
273,1958,06,15,1958-06-15,21:45:00,3,CO,8,5,2,0,0,3.0,0.0,40.13,-102.7,0.0,0.0,0.1,10,1,1,1,125,0,0,0,0
217,1958,06,08,1958-06-08,18:30:00,3,CO,8,4,2,0,0,3.0,0.0,40.07,-104.7,40.1,-104.57,7.1,10,1,1,1,123,0,0,0,0
387,1958,07,16,1958-07-16,15:40:00,3,CO,8,9,0,0,0,1.0,0.0,39.82,-103.78,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
393,1958,07,18,1958-07-18,12:15:00,3,CO,8,10,0,0,0,1.0,0.0,37.5,-105.9,0.0,0.0,1.0,10,1,1,1,3,0,0,0,0
405,1958,07,20,1958-07-20,13:00:00,3,CO,8,11,0,0,0,0.0,0.0,39.35,-104.6,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
406,1958,07,20,1958-07-20,15:30:00,3,CO,8,12,0,0,0,0.0,0.0,40.75,-104.75,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
409,1958,07,20,1958-07-20,17:00:00,3,CO,8,13,2,0,0,3.0,0.0,40.22,-103.07,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
410,1958,07,20,1958-07-20,17:30:00,3,CO,8,14,2,5,0,4.0,0.0,38.83,-102.27,0.0,0.0,0.1,10,1,1,1,17,0,0,0,0
412,1958,07,21,1958-07-21,19:00:00,3,CO,8,15,0,0,0,3.0,0.0,37.73,-104.52,0.0,0.0,0.1,10,1,1,1,55,0,0,0,0
417,1958,07,22,1958-07-22,17:00:00,3,CO,8,16,0,0,0,1.0,0.0,37.7,-102.4,37.65,-102.4,3.4,10,1,1,1,99,0,0,0,1
420,1958,07,23,1958-07-23,22:00:00,3,CO,8,17,1,0,0,3.0,0.0,40.17,-104.95,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
321,1958,07,01,1958-07-01,18:30:00,3,CO,8,6,1,0,0,3.0,0.0,40.18,-104.7,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
347,1958,07,07,1958-07-07,23:00:00,3,CO,8,7,1,0,0,3.0,0.0,40.63,-103.3,0.0,0.0,0.1,10,1,1,1,75,0,0,0,0
348,1958,07,08,1958-07-08,17:38:00,3,CO,8,8,0,0,0,1.0,0.0,38.53,-102.62,0.0,0.0,0.1,10,1,1,1,61,0,0,0,1
498,1958,09,09,1958-09-09,18:55:00,3,CO,8,18,0,0,0,1.0,0.0,39.4,-102.97,0.0,0.0,0.1,10,1,1,1,63,0,0,0,1
319,1959,05,29,1959-05-29,17:00:00,3,CO,8,1,2,0,0,4.0,0.0,39.88,-104.3,0.0,0.0,2.0,33,1,1,1,1,0,0,0,0
217,1960,05,15,1960-05-15,14:30:00,3,CO,8,1,1,0,0,2.0,0.0,40.32,-104.68,0.0,0.0,0.5,17,1,1,1,123,0,0,0,0
233,1960,05,17,1960-05-17,16:00:00,3,CO,8,2,1,0,0,2.0,0.0,39.4,-104.48,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
235,1960,05,17,1960-05-17,17:00:00,3,CO,8,3,1,0,0,1.0,0.0,39.35,-104.45,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
236,1960,05,17,1960-05-17,18:00:00,3,CO,8,4,1,0,0,4.0,0.0,39.47,-102.48,39.65,-102.25,17.6,33,1,1,1,63,125,0,0,0
241,1960,05,18,1960-05-18,15:00:00,3,CO,8,5,2,0,0,1.0,0.0,39.8,-102.83,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
401,1960,06,18,1960-06-18,19:00:00,3,CO,8,6,1,0,0,3.0,0.0,39.32,-103.03,39.32,-102.92,5.9,17,1,1,1,63,0,0,0,0
403,1960,06,19,1960-06-19,16:00:00,3,CO,8,7,0,0,0,0.0,0.0,40.68,-102.85,0.0,0.0,0.1,10,1,1,1,75,0,0,0,0
406,1960,06,20,1960-06-20,19:00:00,3,CO,8,8,2,0,0,4.0,0.0,40.98,-103.13,0.0,0.0,2.5,67,1,1,1,75,0,0,0,0
410,1960,06,21,1960-06-21,00:00:00,3,CO,8,9,0,0,0,0.0,0.0,40.83,-102.38,0.0,0.0,0.1,10,1,1,1,115,0,0,0,0
411,1960,06,21,1960-06-21,00:30:00,3,CO,8,10,0,0,0,0.0,0.0,40.65,-103.25,0.0,0.0,0.1,10,1,1,1,75,0,0,0,0
442,1960,06,27,1960-06-27,18:45:00,3,CO,8,11,3,3,2,5.0,0.0,40.82,-102.43,40.75,-102.33,6.5,10,1,1,1,115,0,0,0,0
497,1960,07,27,1960-07-27,18:45:00,3,CO,8,13,2,0,0,3.0,0.0,40.77,-102.58,0.0,0.0,1.5,67,1,1,1,115,0,0,0,0
498,1960,07,27,1960-07-27,19:30:00,3,CO,8,14,0,0,0,0.0,0.0,40.73,-102.32,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
466,1960,07,04,1960-07-04,16:00:00,3,CO,8,12,2,0,0,3.0,0.0,38.03,-105.47,0.0,0.0,0.1,10,1,1,1,27,0,0,0,0
306,1961,05,13,1961-05-13,14:30:00,3,CO,8,3,1,0,0,3.0,0.0,38.05,-102.65,38.08,-102.58,4.1,10,1,1,1,99,0,0,0,0
333,1961,05,20,1961-05-20,14:50:00,3,CO,8,4,2,2,0,4.0,0.0,39.4,-104.87,0.0,0.0,2.0,67,1,1,1,35,0,0,0,0
365,1961,05,31,1961-05-31,15:10:00,3,CO,8,5,0,0,0,0.0,0.0,39.88,-102.58,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
366,1961,05,31,1961-05-31,16:16:00,3,CO,8,6,1,0,0,2.0,0.0,39.25,-102.35,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
250,1961,05,05,1961-05-05,16:00:00,3,CO,8,1,0,0,0,0.0,0.0,39.03,-102.53,0.0,0.0,0.1,10,1,1,1,17,0,0,0,0
265,1961,05,06,1961-05-06,22:30:00,3,CO,8,2,1,0,0,3.0,0.0,39.35,-102.27,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
368,1961,06,01,1961-06-01,21:09:00,3,CO,8,7,0,0,0,0.0,0.0,39.3,-102.48,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
372,1961,06,02,1961-06-02,15:00:00,3,CO,8,8,0,0,0,0.0,0.0,40.63,-102.7,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
374,1961,06,02,1961-06-02,17:00:00,3,CO,8,9,1,0,0,4.0,0.0,38.12,-102.4,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
375,1961,06,02,1961-06-02,17:00:00,3,CO,8,10,1,0,0,4.0,0.0,38.12,-102.45,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
387,1961,06,05,1961-06-05,14:00:00,3,CO,8,11,0,0,0,0.0,0.0,40.1,-104.92,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
404,1961,06,05,1961-06-05,21:50:00,3,CO,8,12,0,0,0,0.0,0.0,39.27,-104.95,0.0,0.0,0.1,10,1,1,1,35,0,0,0,0
496,1961,07,14,1961-07-14,17:15:00,3,CO,8,13,0,0,0,0.0,0.0,37.2,-103.5,37.28,-103.4,7.9,10,1,1,1,71,0,0,0,0
155,1962,05,17,1962-05-17,15:30:00,3,CO,8,1,1,0,0,2.0,0.0,37.0,-102.2,37.33,-102.2,23.0,10,1,1,1,9,0,0,0,0
169,1962,05,18,1962-05-18,14:00:00,3,CO,8,2,1,0,0,2.0,0.0,40.93,-102.38,0.0,0.0,0.1,10,1,1,1,115,0,0,0,0
195,1962,05,21,1962-05-21,15:00:00,3,CO,8,3,0,0,0,1.0,0.0,40.98,-102.35,0.0,0.0,0.1,10,1,1,1,115,0,0,0,0
256,1962,05,27,1962-05-27,16:00:00,3,CO,8,4,0,0,0,1.0,0.0,40.02,-104.05,0.0,0.0,0.1,10,1,1,1,87,0,0,0,0
257,1962,05,27,1962-05-27,16:00:00,3,CO,8,5,0,0,0,1.0,0.0,40.02,-104.08,0.0,0.0,0.1,10,1,1,1,87,0,0,0,0
258,1962,05,27,1962-05-27,16:00:00,3,CO,8,6,0,0,0,1.0,0.0,39.98,-104.07,0.0,0.0,0.1,10,1,1,1,1,0,0,0,0
270,1962,05,28,1962-05-28,14:00:00,3,CO,8,7,1,0,0,2.0,0.0,37.98,-103.62,0.0,0.0,0.1,10,1,1,1,89,0,0,0,0
401,1962,06,12,1962-06-12,14:28:00,3,CO,8,10,0,0,0,0.0,0.0,37.1,-104.07,0.0,0.0,0.1,10,1,1,1,71,0,0,0,0
406,1962,06,12,1962-06-12,16:44:00,3,CO,8,11,0,0,0,0.0,0.0,37.05,-104.03,0.0,0.0,0.1,10,1,1,1,71,0,0,0,0
433,1962,06,15,1962-06-15,16:45:00,3,CO,8,12,1,0,0,3.0,0.0,38.08,-102.22,38.12,-102.17,3.3,10,1,1,1,99,0,0,0,0
434,1962,06,15,1962-06-15,16:45:00,3,CO,8,13,0,0,0,0.0,0.0,38.03,-102.15,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
457,1962,06,20,1962-06-20,21:00:00,3,CO,8,14,1,0,0,2.0,0.0,40.23,-102.72,40.25,-102.67,1.9,10,1,1,1,125,0,0,0,0
462,1962,06,22,1962-06-22,14:30:00,3,CO,8,15,1,0,0,2.0,0.0,39.2,-102.4,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
464,1962,06,22,1962-06-22,15:45:00,3,CO,8,16,1,0,0,2.0,0.0,37.5,-102.87,37.53,-102.65,12.0,33,1,1,1,9,0,0,0,0
466,1962,06,22,1962-06-22,17:10:00,3,CO,8,17,0,0,0,0.0,0.0,38.1,-102.25,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
483,1962,06,29,1962-06-29,16:40:00,3,CO,8,19,0,0,0,0.0,0.0,37.83,-103.2,0.0,0.0,0.1,10,1,1,1,11,0,0,0,0
484,1962,06,29,1962-06-29,16:43:00,3,CO,8,18,2,0,0,3.0,0.0,37.82,-103.23,0.0,0.0,0.1,10,1,1,1,11,0,0,0,0
333,1962,06,03,1962-06-03,16:30:00,3,CO,8,8,1,0,0,2.0,0.0,38.97,-104.87,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
338,1962,06,04,1962-06-04,20:00:00,3,CO,8,9,1,0,0,3.0,0.0,38.02,-103.63,0.0,0.0,0.1,10,1,1,1,89,0,0,0,0
519,1962,07,12,1962-07-12,17:15:00,3,CO,8,20,0,0,0,0.0,0.0,40.8,-103.27,0.0,0.0,0.1,10,1,1,1,75,0,0,0,0
530,1962,07,18,1962-07-18,16:30:00,3,CO,8,21,0,0,0,0.0,0.0,38.98,-104.38,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
537,1962,07,20,1962-07-20,16:00:00,3,CO,8,22,0,0,0,0.0,0.0,39.03,-103.27,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
562,1962,07,28,1962-07-28,18:20:00,3,CO,8,23,0,0,0,0.0,0.0,40.12,-103.22,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
563,1962,07,29,1962-07-29,12:48:00,3,CO,8,24,0,0,0,0.0,0.0,39.27,-103.87,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
616,1962,09,01,1962-09-01,17:50:00,3,CO,8,25,0,0,0,0.0,0.0,37.4,-102.53,0.0,0.0,0.1,10,1,1,1,9,0,0,0,0
439,1963,10,20,1963-10-20,17:30:00,3,CO,8,3,1,0,0,0.0,0.0,40.42,-102.5,40.38,-102.4,5.2,10,1,1,1,125,0,0,0,0
330,1963,07,11,1963-07-11,16:00:00,3,CO,8,2,1,0,0,3.0,0.0,39.27,-102.6,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
327,1963,07,07,1963-07-07,19:30:00,3,CO,8,1,1,0,0,3.0,0.0,40.5,-105.03,0.0,0.0,0.5,10,1,1,1,69,0,0,0,0
406,1964,06,13,1964-06-13,17:00:00,3,CO,8,1,0,0,0,0.0,0.0,39.55,-102.7,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
484,1964,07,02,1964-07-02,13:00:00,3,CO,8,2,1,0,0,3.0,0.0,39.72,-104.25,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
57,1965,03,16,1965-03-16,14:04:00,3,CO,8,1,0,0,0,0.0,0.0,38.02,-102.68,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
58,1965,03,16,1965-03-16,14:04:00,3,CO,8,2,0,0,0,0.0,0.0,38.02,-102.68,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
379,1965,05,22,1965-05-22,18:00:00,3,CO,8,4,1,0,0,4.0,0.0,40.3,-104.75,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
382,1965,05,23,1965-05-23,15:41:00,3,CO,8,5,2,0,0,4.0,0.0,38.57,-103.67,38.63,-103.67,4.6,67,1,1,1,73,0,0,0,0
384,1965,05,23,1965-05-23,18:00:00,3,CO,8,6,2,0,0,4.0,0.0,38.35,-103.68,38.38,-103.58,5.6,33,1,1,1,25,0,0,0,0
389,1965,05,23,1965-05-23,22:00:00,3,CO,8,7,1,0,0,4.0,0.0,39.53,-102.5,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
390,1965,05,24,1965-05-24,00:00:00,3,CO,8,8,1,0,0,3.0,0.0,37.3,-103.33,0.0,0.0,0.1,10,1,1,1,71,0,0,0,0
393,1965,05,24,1965-05-24,13:00:00,3,CO,8,9,1,0,0,2.0,0.0,39.5,-102.75,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
397,1965,05,24,1965-05-24,14:00:00,3,CO,8,10,2,0,0,4.0,0.0,40.5,-102.3,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
428,1965,05,25,1965-05-25,14:00:00,3,CO,8,11,0,0,0,0.0,0.0,39.35,-104.67,0.0,0.0,0.1,10,1,1,1,35,0,0,0,0
254,1965,05,08,1965-05-08,03:00:00,3,CO,8,3,2,0,0,4.0,0.0,40.77,-104.77,0.0,0.0,1.0,17,1,1,1,123,0,0,0,0
545,1965,06,10,1965-06-10,14:53:00,3,CO,8,13,0,0,0,0.0,0.0,39.65,-105.17,0.0,0.0,0.1,10,1,1,1,59,0,0,0,0
563,1965,06,14,1965-06-14,20:24:00,3,CO,8,14,1,1,0,4.0,0.0,38.8,-104.7,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
569,1965,06,16,1965-06-16,14:10:00,3,CO,8,15,1,4,0,3.0,0.0,39.5,-104.85,0.0,0.0,1.0,33,1,1,1,35,0,0,0,0
570,1965,06,16,1965-06-16,19:00:00,3,CO,8,16,1,0,0,3.0,0.0,37.08,-104.5,0.0,0.0,0.1,10,1,1,1,71,0,0,0,0
572,1965,06,17,1965-06-17,13:26:00,3,CO,8,17,1,0,0,3.0,0.0,38.63,-104.67,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
573,1965,06,17,1965-06-17,16:00:00,3,CO,8,18,1,0,0,3.0,0.0,38.6,-104.67,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
589,1965,06,23,1965-06-23,13:30:00,3,CO,8,19,0,0,0,0.0,0.0,39.73,-104.55,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
590,1965,06,23,1965-06-23,16:08:00,3,CO,8,20,1,0,0,0.0,0.0,40.87,-103.93,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
591,1965,06,23,1965-06-23,16:21:00,3,CO,8,21,0,0,0,0.0,0.0,40.63,-105.02,0.0,0.0,0.1,10,1,1,1,69,0,0,0,0
597,1965,06,23,1965-06-23,18:30:00,3,CO,8,22,1,0,0,2.0,0.0,39.15,-103.8,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
614,1965,06,26,1965-06-26,22:30:00,3,CO,8,23,1,0,0,1.0,0.0,40.52,-104.43,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
627,1965,06,30,1965-06-30,14:05:00,3,CO,8,24,1,0,0,1.0,0.0,39.62,-104.98,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
628,1965,06,30,1965-06-30,14:05:00,3,CO,8,25,0,0,0,0.0,0.0,39.58,-105.05,0.0,0.0,0.1,10,1,1,1,59,0,0,0,0
629,1965,06,30,1965-06-30,15:15:00,3,CO,8,26,0,0,0,0.0,0.0,39.88,-105.0,0.0,0.0,0.1,10,1,1,1,59,0,0,0,0
630,1965,06,30,1965-06-30,16:30:00,3,CO,8,27,0,0,0,0.0,0.0,40.03,-103.43,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
533,1965,06,09,1965-06-09,01:47:00,3,CO,8,12,0,0,0,0.0,0.0,39.35,-102.88,0.0,0.0,0.1,10,1,1,1,63,0,0,0,0
679,1965,07,15,1965-07-15,14:05:00,3,CO,8,28,0,0,0,0.0,0.0,39.72,-104.47,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
708,1965,07,24,1965-07-24,14:50:00,3,CO,8,29,0,0,0,0.0,0.0,38.1,-105.48,0.0,0.0,0.1,10,1,1,1,27,0,0,0,0
714,1965,07,27,1965-07-27,17:00:00,3,CO,8,30,0,0,0,0.0,0.0,39.42,-104.83,0.0,0.0,0.1,10,1,1,1,35,0,0,0,0
749,1965,08,22,1965-08-22,16:30:00,3,CO,8,31,0,0,0,0.0,0.0,39.32,-104.75,0.0,0.0,0.1,10,1,1,1,35,0,0,0,0
786,1965,09,08,1965-09-08,14:51:00,3,CO,8,32,0,0,0,0.0,0.0,38.43,-103.0,0.0,0.0,0.1,10,1,1,1,61,0,0,0,0
49,1966,04,11,1966-04-11,12:00:00,3,CO,8,1,0,0,0,0.0,0.0,39.7,-104.93,0.0,0.0,0.1,183,1,1,1,31,0,0,0,0
55,1966,04,13,1966-04-13,11:50:00,3,CO,8,2,0,0,0,0.0,0.0,39.52,-103.22,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
163,1966,05,17,1966-05-17,15:45:00,3,CO,8,3,0,0,0,0.0,0.0,40.43,-104.5,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
224,1966,06,04,1966-06-04,17:00:00,3,CO,8,4,0,0,0,0.0,0.0,40.93,-103.18,0.0,0.0,0.1,10,1,1,1,75,0,0,0,0
